Name,Score,Address,City,Zip
Random Order Coffeehouse,95.0,1800 NE Alberta St,Portland,97211.0
"Emerald Line,The",100.0,1800 NW 16th Ave,Portland,97209.0
Ole Cafe,95.66666667,1800 SW 1st Ave,Portland,97201.0
Smay Cafe,96.0,1800 SW 1st Avenue,Portland,97201.0
Cadillac Cafe,99.0,1801 NE Broadway,Portland,97232.0
Gado Gado,100.0,1801 NE Cesar E Chavez Boulevard,Portland,97212.0
Joy Teriyaki at Glisan,92.33333333,18010 NE Glisan St,Portland,97230.0
Lucky 7,92.33333333,18051 SE Division St,Portland,97236.0
Zilla Sake,97.0,1806 NE Alberta St,Portland,97211.0
Cafe Yumm,100.0,1806 SW 6th Ave,Portland,97201.0
Maddy's,97.0,18061 SE Division Street,Portland,97236.0
Hostel Cafe & Pub,94.25,1810 NW Glisan Ave,Portland,97209.0
Pita Pit,91.0,1811 SW 5th Ave,Portland,97201.0
Portland Sports Bar and Grill,88.0,1811 SW River Dr 200,Portland,97201.0
"Don Pedro Mayor #1, Burnside",84.33333333,18110 E Burnside St,Portland,97233.0
Meals on Wheels People-Thelma Skelton,98.5,1814 SE Bybee Boulevard,Portland,97202.0
Canton Pearl,99.0,18140 NE Halsey St,Portland,97230.0
Baskin Robbins Hollywood,100.0,1815 NE 39th Ave,Portland,97212.0
Imperial House,88.0,1815 SE 82nd Ave,Portland,97216.0
Ataula,97.33333333,1818 NW 23rd Pl,Portland,97210.0
Gold Garden Restaurant,80.0,1818 SE 122nd Ave,Portland,97233.0
"Mariscos El Malecon, #2",89.33333333,18180 SE Stark St,Portland,97233.0
Migration Brewing Gresham,97.0,18188  NE Wilkes Road,Portland,97230.0
Petite Provence of Alberta,82.0,1824 NE Alberta St,Portland,97211.0
Bowery Bagels,94.0,1825 SW Broadway,Portland,97201.0
Contact Lounge,90.0,1830 SE 122nd Ave,Portland,97233.0
Stacks Coffeehouse The,97.5,1831 N Killingsworth Street,Portland,97217.0
"McDonalds, #3972",100.0,1831 W Burnside St,Portland,97209.0
"Sharis Restaurant, #187",95.33333333,1832 NE 122nd Ave,Portland,97230.0
"McDonalds 8050,",100.0,18320 SE Stark St,Portland,97233.0
Best Baguette,89.5,1833 SW 6th Ave,Portland,97201.0
Lydias,89.66666667,18330 E Burnside St,Portland,97233.0
Antojitas Tropicales,86.5,18330 SE Stark St,Portland,97233.0
Oregon Flea Market Kitchen,87.66666667,18340 SE Stark St,Portland,97233.0
1st United Methodist,100.0,1838 SW Jefferson St,Portland,97201.0
"Pub 181,",97.5,18415 SE Division St,Portland,97233.0
Sidekicks,100.0,18432 E Burnside St,Portland,97233.0
Providence Park-104 2 Towns Cider,97.0,1844 SW Morrison,Portland,97205.0
Providence Park 103 Nachos,96.7254902,1844 SW Morrison St,Portland,97205.0
Providence Park Field Suite Pantry 2,93.0,1844 SW Morrison St 2nd Floor,Portland,97205.0
Providence Park ET NAS Rose City Paninis,97.66666667,1844 SW Morrison Street,Portland,97205.0
Sams Billiards,95.25,1845 NE 41st Ave,Portland,97212.0
La Tia Juana,81.0,18488 E Burnside Street,Portland,97233.0
"Starbucks Coffee, #11200",100.0,1850 SW Skyline Blvd,Portland,97221.0
"Taco Bell 32932,",95.0,18510 SE Stark St,Portland,97233.0
Kabob,100.0,1864 SE Hawthorne Blvd,Portland,97214.0
Rockwood Tavern,98.0,18727 E Burnside St,Portland,97233.0
Brandford Bean,95.66666667,1875  SW Park Avenue,Portland,97201.0
Asia Kitchen,94.33333333,18801 E Burnside St,Portland,97233.0
Subway Rockwood Town Center,98.33333333,18801 SE Stark St,Portland,97233.0
Playa Azul Night Club,100.0,18828 SE Stark St,Portland,97233.0
Casa Jalisco,83.0,18836 SE Stark St,Portland,97233.0
"Don Pedro, #1",91.0,18853 SE Stark St,Portland,97233.0
Sunrise Center Kitchen Catering,99.0,18901 E Burnside St,Portland,97233.0
Silver Dollar Pizza II,96.66666667,19 NW 5th Ave,Portland,97209.0
Tryst,85.75,19 SW 2nd Ave,Portland,97204.0
Impala,98.5,1900 NW 27th Ave,Portland,97210.0
Sunnys Espresso,97.5,1900 SW 4th Ave,Portland,97201.0
Boise Fry Company,97.33333333,1902 W Burnside St,Portland,97209.0
Chit Chat and Bento,92.66666667,1907 SW 6th Ave,Portland,97201.0
Hot Lips Pizza,97.33333333,1909 SW 6th Ave,Portland,97201.0
"Jack in the Box, #7112",96.33333333,19110 SE Stark St,Portland,97233.0
Birrieria Los 7 Hermanos,87.0,19131 E Burnside St,Portland,97233.0
Backyard Social,95.33333333,1914 N Killingsworth St,Portland,97217.0
Laughing Planet Cafe,99.0,1914 NE 42nd Ave,Portland,97213.0
Uno Mass,95.66666667,1914 W Burnside St,Portland,97209.0
Heavenly Donuts,99.0,1915 N Lombard St,Portland,97217.0
Pho Van,98.33333333,1919 SE 82nd Ave,Portland,97216.0
Titos Burritos Mexican Food,91.5,1921 SW 6th Ave,Portland,97201.0
Jong Can,85.0,1923 SW 6th Ave,Portland,97201.0
Spice Thai Kitchen,94.0,1924 SW Broadway,Portland,97201.0
Nectar Cafe,97.25,1925 NE 42nd Ave E,Portland,97213.0
Wiggle Room (The),100.0,1925 NE 42nd Ave Ste C,Portland,97213.0
Maruti Indian Restaurant,100.0,1925 SE Hawthorne Blvd,Portland,97214.0
Subway #51567,97.33333333,1926 NE Sandy Blvd,Portland,97232.0
Goose Hollow Inn Fehrenbacher Prep Kitchen,99.0,1927 SW Jefferson St,Portland,97201.0
Hawaiian Express,97.25,1930 SW 4th Ave,Portland,97201.0
Swift,85.0,1932 NE Broadway St,Portland,97232.0
Elmer's Restaurants,93.33333333,1933 NE 181st Ave,Portland,97230.0
"Chipotle Mexican Grill, #2750",100.0,1933 W Burnside St,Portland,97209.0
Hilt,94.0,1934 NE Alberta St,Portland,97211.0
La Pulga Fantastica,83.0,19340 SE Stark St,Portland,97233.0
Blackbird Pizza,94.5,1935 SE Hawthorne Blvd,Portland,97214.0
Atomic Pizza,100.0,1936 N Killingsworth St,Portland,97217.0
Fillmore Trattoria,100.0,1937 NW 23rd Pl,Portland,97210.0
Firkin Tavern,98.5,1937 SE 11th Ave,Portland,97214.0
The Cheerful Tortoise,90.5,1939 SW 6th Ave,Portland,97201.0
PIR Fast Track Cafe,96.57142857,1940 N Victory Blvd 0,Portland,97217.0
El Burrito Azteca,92.75,1942 N Rosa Parks Way,Portland,97217.0
El Indios Restaurant,86.0,19422 SE Stark St,Portland,97233.0
Goodwill Industries,100.0,1943 SE 6th Ave,Portland,97214.0
Pho Gia,66.5,1944 NE Sandy Blvd,Portland,97232.0
Lucky Labrador Beer Hall,89.75,1945 NW Quimby St,Portland,97209.0
Theory and Galileos,95.0,1945 SE Water Ave,Portland,97214.0
"Taco Bell 32949,",98.5,1946 NE 122nd Ave,Portland,97230.0
"Chipotle Mexican Grill, #701",100.0,1948 SW Broadway,Portland,97201.0
Holiday Moka,97.75,19500 SE Stark St,Portland,97233.0
Mocha Express,100.0,1951 SE 82nd Ave,Portland,97216.0
Wildwood Saloon,98.33333333,1955 W Burnside St,Portland,97209.0
Duck House chinese Restaurant,79.0,1962 SW 5th Ave,Portland,97201.0
Andrews Water Hole,97.0,19642 SE Stark St,Portland,97233.0
The Fullerton Tasting Room on Pettygrove,100.0,1966 NW Pettygrove St,Portland,97209.0
Panda Kitchen,97.5,1968 SW Broadway,Portland,97201.0
"Starbucks Coffee, #11374",100.0,1972 W Burnside St,Portland,97209.0
Hot Pot City,89.0,1975 SW 1st Ave,Portland,97201.0
Dominos Pizza,97.25,1981 SW 4th Ave,Portland,97201.0
Hunnymilk,97.33333333,1981 W Burnside St,Portland,97209.0
Cafe Nell,93.0,1987 NW Kearney St,Portland,97209.0
Blockhouse,100.0,1988 NW 18th Ave,Portland,97209.0
Bluefin Sushi,88.33333333,1988 SW Broadway,Portland,97201.0
Palio Dessert and Espresso House,100.0,1996 SE Ladd Ave,Portland,97214.0
Maxwell,98.33333333,20 NW 3rd Ave,Portland,97209.0
Guero,93.0,200 NE 28th Ave,Portland,97232.0
Volunteers of America Womens Residential Center,100.0,200 SE 7th Ave,Portland,97214.0
Murata,91.5,200 SW Market St,Portland,97201.0
Umbria Coffee Roasters,100.0,200 SW Market Street,Portland,97201.0
Chameleon Restaurant,90.0,2000 NE 40th Ave,Portland,97212.0
Aunt Tillies Deli Pub,98.75,2000 NE 42nd Ave,Portland,97213.0
Cellar Door Coffee Roasters,94.66666667,2001 SE 11th Ave,Portland,97214.0
Double Barrel Tavern,84.0,2002 SE Division St,Portland,97202.0
Saint Simon Coffee Co,100.0,2005 NE Broadway,Portland,97232.0
Willow Restaurant,94.5,2005 SE 11th Ave,Portland,97214.0
Nossa Familia Coffee-Division,96.0,2007 SE Division St,Portland,97202.0
Kasbah Moroccan Cafe,100.0,201 NW Davis St,Portland,97209.0
Triumph Coffee,100.0,201 SE 12th Ave,Portland,97214.0
McDonalds,100.0,2010 NE 39th Ave,Portland,97212.0
Cascadia Coffee,99.0,2010 NW Front Ave,Portland,97209.0
Vibrant Table Catering and Events,98.5,2010 SE 8th Ave,Portland,97214.0
Proud Mary Cafe,94.0,2012 NE Alberta St,Portland,97211.0
Via Chicago,95.0,2013 NE Alberta St,Portland,97211.0
Moon and Six Pence,97.33333333,2014 NE 42nd Ave,Portland,97213.0
Thai Pod,98.5,2015 NE Broadway St,Portland,97232.0
Blue Diamond Bar & Grill (The),94.5,2016 NE Sandy Blvd,Portland,97232.0
Bunk Sandwiches,87.0,2017 NE Alberta St,Portland,97211.0
Presso Coffee Bar,97.75,2020 N Mcclellan St,Portland,97217.0
Thai Ginger,97.25,2020 N Rosa Parks Way,Portland,97217.0
Portland Wired,95.0,2020 SW 4th Avenue,Portland,97201.0
"Starbucks Coffee, #9337",100.0,2021 NW Miller Rd,Portland,97229.0
Fifty Licks,98.0,2021 SE Clinton St Unit 101,Portland,97202.0
Kingston Bar and Grill,83.25,2021 SW Morrison St,Portland,97205.0
Kenton Club,96.33333333,2025 N Kilpatrick St,Portland,97217.0
Pizzicato Forest Heights,99.25,2025 NW Miller Rd,Portland,97229.0
Northrup Station Inn Breakfast Bar,98.5,2025 NW Northrup St,Portland,97209.0
Pastini Pastaria,96.33333333,2027 SE Division St,Portland,97202.0
Society Hotel,100.0,203 NW 3rd Ave,Portland,97209.0
Elvis Room,100.0,203 SE Grand Ave,Portland,97214.0
Little Big Burger Hawthorne,98.33333333,2030 SE Hawthorne Blvd,Portland,97214.0
Tiny's Cafe,98.75,2031 NE Martin Luther King Jr Blvd,Portland,97212.0
Burrasca,97.33333333,2032 SE Clinton St,Portland,97202.0
Bitter Rose Coffee Bar,95.66666667,2035 NE 41st Ave,Portland,97212.0
Salt and Straw,92.0,2035 NE Alberta St,Portland,97211.0
Commissary Cafe,97.5,2035 NW Front Avenue,Portland,97209.0
Trinket,96.0,2035 SE Cesar E Chavez Blvd,Portland,97214.0
Heroes Cafe,94.0,2037 NW Miller Rd,Portland,97229.0
Little Big Burger Alberta,94.0,2038 NE Alberta St,Portland,97211.0
Yama Sushi and Izakaya,83.75,2038 SE Clinton St,Portland,97202.0
Bollywood Theater Restaurant,87.0,2039 NE Alberta St,Portland,97211.0
Jacqueline,91.0,2039 SE Clinton St,Portland,97202.0
Produce Row Cafe,100.0,204 SE Oak St,Portland,97214.0
MOD Pizza,95.75,204 SW Yamhill St,Portland,97204.0
Conquistador Lounge,100.0,2045 SE Belmont St,Portland,97214.0
Dockside Saloon Restaurant,100.0,2047 NW Front Ave,Portland,97209.0
Mazatlan Cocina Mexican Restaurant,84.75,2050 SW Morrison St,Portland,97205.0
"Expo Center Main Kitchen Stand, C2",99.75,2060 N Marine Dr,Portland,97217.0
Hungry Tiger,98.33333333,207 SE 12th Ave,Portland,97214.0
Swagat Indian Cuisine,89.0,2074 NW Lovejoy St,Portland,97209.0
Pope House Bourbon Lounge,92.0,2075 NW Glisan St,Portland,97209.0
"Taco Bell, #19886",100.0,2079 W Burnside St,Portland,97209.0
Darcelle XV,100.0,208 NW 3rd Ave,Portland,97209.0
Dan and Louis Oyster Bar,98.75,208 SW Ankeny St,Portland,97204.0
Hyatt House Downtown Portland,97.0,2080 SW rIVER Drive,Portland,97201.0
Prasad East,95.0,21 NE 12th Ave,Portland,97232.0
Deschutes Brewery and Public House,100.0,210 NW 11th Ave,Portland,97209.0
Kells Brew Pub,96.25,210 NW 21st Ave,Portland,97209.0
Revelry,100.0,210 SE Martin Luther King Jr Blvd,Portland,97214.0
La Jarocha,90.33333333,210 SW 4th Ave,Portland,97204.0
Portland Mongolian Grill & Hot Pot,90.0,210 SW Yamhill St,Portland,97204.0
Night Light Lounge,91.0,2100 SE Clinton St,Portland,97202.0
Riverwalk Cafe,89.25,2100 SW River Pkwy,Portland,97201.0
Spitz I Mediterranean Street Food,95.0,2103 N Killingsworth St,Portland,97217.0
American Legion 134 The Poppy Lounge,94.0,2104 NE Alberta St,Portland,97211.0
Old Gold,100.0,2105 N Killingsworth St,Portland,97217.0
Salvation Army Rose,98.5,211 NE 18th Ave,Portland,97232.0
Shanghai Tunnel,93.5,211 SW Ankeny St,Portland,97204.0
Solo Club,96.25,2110 NW Raleigh St,Portland,97210.0
Spielman Coffee Roasters and Bagels,95.75,2111 SE Division St,Portland,97202.0
Voicebox Karaoke Studios,98.0,2112 NW Hoyt St,Portland,97210.0
Bar Diane,100.0,2112 NW Irving Avenue,Portland,97210.0
Serratto,96.66666667,2112 NW Kearney St,Portland,97210.0
Root Whole Body,99.25,2112 NW Quimby St,Portland,97210.0
Queue Coffee,100.0,2112 NW Quimby Street,Portland,97210.0
Urban Fondue,98.33333333,2114 NW Glisan St,Portland,97210.0
Hammys Pizza,100.0,2114 SE Clinton St,Portland,97202.0
Residence Inn By Marriott Portland Dtwn Riverplace,95.0,2115 SW River Pkwy,Portland,97201.0
Miami Nice,100.0,2117 NE Oregon Street,Portland,97224.0
Wokshop Kitchen,98.33333333,2120 NE 82nd Ave,Portland,97220.0
"Laughing Planet Cafe, Commissary",94.0,2120 NE Oregon St,Portland,97232.0
El Nutri Taco,91.0,2124 NE Alberta St,Portland,97211.0
Subway #24213,100.0,2125 W Burnside St,Portland,97210.0
Sushi Mazi,93.75,2126 SE Division St,Portland,97202.0
Scottie's Pizza Parlor,95.33333333,2128 SE Division St,Portland,97202.0
Baileys Taproom,95.75,213 SW Broadway,Portland,97205.0
Morton's Steak House,94.0,213 SW Clay St,Portland,97201.0
Hop Haven,96.0,2130 NE Broadway,Portland,97232.0
Holdfast / Deadshot,100.0,2133 SE 11th Ave,Portland,97214.0
Boba Milk,89.5,2134 SE Division St,Portland,97202.0
Parkside,96.66666667,2135 N Willis Blvd,Portland,97217.0
Nuestra Cocina,93.66666667,2135 SE Division St,Portland,97202.0
Lotsa Luck Bar and Grill,93.5,2136 SE Powell Blvd,Portland,97202.0
Ole Ole Restaurant,97.5,2137 E Burnside St,Portland,97214.0
Sammich,100.0,2137 E Burnside St D,Portland,97214.0
Saucebox,79.75,214 SW Broadway,Portland,97205.0
Luce,100.0,2140 E Burnside St,Portland,97214.0
New Happy Fortune,87.0,2145 NE 82nd Ave,Portland,97220.0
Mama Bird,100.0,2145 NW Raleight Street,Portland,97210.0
Little Taco & Tequila,98.5,215 NW 3rd Avenue,Portland,97209.0
Scotch Lodge,100.0,215 SE 9th Ave 102,Portland,97214.0
Bar Casa Vale,97.33333333,215 SE 9th Ave 209,Portland,97214.0
Erizo,100.0,215 SE 9th Avenue #101,Portland,97214.0
Milk Glass Market,100.0,2150 N Killingsworth St,Portland,97217.0
Ringside,100.0,2165 W Burnside St,Portland,97210.0
Crown Paella,100.0,2174 W Burnside St,Portland,97210.0
Good Coffee Slabtown,98.33333333,2175 NW Raleigh St,Portland,97210.0
Prince Coffee,100.0,2181 NW Nicolai St,Portland,97210.0
Wildwood Golf Course,95.66666667,21881 NW St Helens Rd,Portland,97231.0
C C Slaughters,100.0,219 NW Davis St,Portland,97209.0
Thai Peacock,78.25,219 SW 9th Ave,Portland,97205.0
B Street Coffee House,100.0,2190 W Burnside St,Portland,97210.0
Tilt @ Yard,89.0,22 NE 2nd Ave,Portland,97232.0
C'est Si Bon! Creperie Wine Bar,95.0,22 NE 7th Ave,Portland,97232.0
Charlies Deli,94.0,22 NW 4th Ave,Portland,97209.0
Cheese and Crack Snack Shop,100.0,22 SE 28th Ave Ste 102,Portland,97214.0
New Song Christian Center,100.0,220 NE Russell St,Portland,97212.0
Freddie Browns Deli,97.0,220 NW 2nd Ave,Portland,97209.0
District,96.6,220 SW Ankeny St,Portland,97204.0
Rose City Grill,97.33333333,2200 NE 71st Ave,Portland,97213.0
"Spielman Coffee Roasters And Bagels,",95.0,2200 NE Broadway,Portland,97232.0
Auntie Annes Pretzels,90.14285714,2201 Lloyd Center,Portland,97232.0
Migration Brewing Burger Shack,100.0,2201 Lloyd Center #K326,Portland,97232.0
Ciao Vito,97.0,2203 NE Alberta St,Portland,97211.0
Great Notion Brewing & Barrel House,94.5,2204 NE Alberta St,Portland,97211.0
Pho Kim,89.33333333,2204 SE 82nd Ave,Portland,97216.0
Kings Deli,97.0,2207 NE Columbia Blvd,Portland,97211.0
Tangier,80.66666667,221 SW Pine St,Portland,97204.0
Dickey's Barbecue Pit,97.0,2210 Lloyd Center Ste F305,Portland,97232.0
Heart,100.0,2211 E Burnside St,Portland,97214.0
Hot Lips Pizza Hawthorne - Commissary,97.5,2211 SE Hawthorne Blvd,Portland,97214.0
Davenport,100.0,2215 E Burnside St,Portland,97214.0
Back to Eden Bakery Boutique,90.66666667,2217 NE Alberta St,Portland,97211.0
Bolero Club,100.0,2218 NE 82nd Ave,Portland,97220.0
Food Art Love,100.0,2218 NE Broadway,Portland,97232.0
"Nightwood Society The, #1",97.0,2218 NE Broadway St,Portland,97232.0
Republic Cafe,77.66666667,222 NW 4th Ave,Portland,97209.0
Starbucks Coffee #49976,100.0,222 NW Davis St,Portland,97209.0
Keller Auditorium,96.0,222 SW Clay St,Portland,97201.0
Potbelly Sandwich Shop,100.0,222 SW Columbia St,Portland,97201.0
Ristretto Roasters,97.33333333,222 SW Columbia St 100,Portland,97201.0
Greenleaf,100.0,222 SW Columbia St 170,Portland,97201.0
Renner's Hawthorne Hideaway,100.0,2221 SE Hawthorne Blvd,Portland,97214.0
Pix Patisserie,100.0,2225 E Burnside St,Portland,97214.0
Taco Pedaler,90.0,2225 NE Broadway St,Portland,97232.0
Ox Restaurant,88.0,2225 NE Martin Luther King Jr Blvd,Portland,97212.0
MD's Comfort Foods,90.0,2226 NE Broadway,Portland,97232.0
House of Ramen (The),95.66666667,223 SW Columbia St,Portland,97201.0
Al Amir Restaurant,98.5,223 SW Stark St,Portland,97204.0
Yamhill Pub,100.0,223 SW Yamhill St,Portland,97204.0
Grand Central Bakery-Hawthorne,97.0,2230 SE Hawthorne Blvd,Portland,97214.0
"McDonalds, #23016",96.0,2231 NE 181st Ave,Portland,97230.0
Hana by Sushi Hana,80.0,2236 NE Alberta St,Portland,97211.0
Tin Tin Buffet,84.0,2236 SE 182nd Ave,Portland,97233.0
Ladd Taphouse,99.0,2239 SE 11th Ave,Portland,97214.0
Jam on Hawthorne,100.0,2239 SE Hawthorne Blvd,Portland,97214.0
Broder Nord,88.0,2240 N Interstate Ave,Portland,97227.0
Little Gotham Coffee,100.0,2240 N Interstate Ave Suite 255,Portland,97227.0
Pizza Oasis - SFNY West,99.0,2241 W Burnside St,Portland,97210.0
Jim and Pattys Coffee,100.0,2246 NW Lovejoy St,Portland,97210.0
"Taco Bell, #25988",100.0,2247 NE 82nd Ave,Portland,97220.0
Bae's Hot Chicken,82.0,225 SW Ash St,Portland,97204.0
Independent Sports Bart Grill (The),94.5,225 SW Broadway,Portland,97205.0
Soro Sore Coffee & Dessert,100.0,2250 E Burnside St,Portland,97214.0
Vault Cocktail Lounge,100.0,226 NW 12th Ave,Portland,97209.0
Old Town Pizza,97.5,226 NW Davis St,Portland,97209.0
Audio Cinema,100.0,226 SE Madison St,Portland,97214.0
"Jack in the Box, #7160",96.33333333,2260 NW Wilson St,Portland,97210.0
Days Inn Portland East Gresham,93.25,2261 NE 181st Ave,Portland,97230.0
Muse The,100.0,2264 NW Raleigh St,Portland,97210.0
Mio Sushi,97.33333333,2271 NW Johnson St,Portland,97210.0
Rams Head,98.33333333,2282 NW Hoyt St,Portland,97210.0
All American Frozen Yogurt Shop Lloyd Center FC,100.0,2300 Lloyd Center,Portland,97232.0
Holiday Inn Express in Jantzen Beach,100.0,2300 N Hayden Island Dr,Portland,97217.0
Koi Fuision,94.0,2303 Lloyd Center,Portland,97232.0
Bridge City Cafe Lloyd Center Food Court,88.66666667,2304 Lloyd Center,Portland,97232.0
Warner Pacific College,95.66666667,2304 SE 68th Ave,Portland,97215.0
La Calaca Comelona,98.33333333,2304 SE Belmont St,Portland,97214.0
Subway 22509 LLoyd Center FC,95.0,2305 Lloyd Center,Portland,97232.0
Mouse Trap Tavern,99.0,2305 N Lombard St,Portland,97217.0
PCC SE Campus Crossroads Cafe,97.33333333,2305 SE 82nd Ave,Portland,97216.0
My Bartender,100.0,2305 SE 9th Ave,Portland,97214.0
Medi Grill,77.5,2307 Lloyd Center,Portland,97232.0
Pad Thai Kitchen,97.5,2309 SE Belmont St,Portland,97214.0
Backwoods Brewing Company,99.0,231 NW 11th Ave,Portland,97209.0
Kit Kat Club,95.75,231 SW Ankeny St,Portland,97204.0
Charlie's Late Night & Delivery,100.0,231 SW Ankeny Street,Portland,97204.0
"Chicken Connection/Lloyd Center Food Court, #62002",83.33333333,2310 Lloyd Center,Portland,97232.0
Fern Kitchen,95.0,2311 SE 50th Ave,Portland,97215.0
Aprisa Mexican Cuisine,98.33333333,2311 SE 8th Ave,Portland,97214.0
Orange Julius 1309 Lloyd Center FC,99.0,2314 Lloyd Center,Portland,97232.0
Rose and Thistle Pub,93.5,2314 NE Broadway,Portland,97232.0
"Spielman Bagels On Lovejoy,",96.0,2314 NW Lovejoy St,Portland,97210.0
Papa Gs Deli,85.66666667,2314 SE Division St,Portland,97202.0
Villa Pizza Lloyd Center FC,96.0,2315 Lloyd Center,Portland,97232.0
Knock Back,97.0,2315 NE Alberta St,Portland,97211.0
Staccato Gelato,94.0,232 NE 28th Ave,Portland,97232.0
"Wendy's, #1508",95.33333333,232 NE 82nd Ave,Portland,97220.0
Valentines,94.0,232 SW Ankeny St,Portland,97204.0
Mixteca PDX Restaurant,93.0,2320 SE 82nd Ave,Portland,97216.0
Bridgeway Inn & Suites,79.5,2323 NE 181st Ave,Portland,97230.0
Dominos Pizza #7239,92.66666667,2323 SE 182nd Ave,Portland,97233.0
Ex Novo Brewing Co,93.5,2326 N Flint Ave,Portland,97227.0
Kopi Coffee House,98.33333333,2327 E Burnside St,Portland,97214.0
Pelican's Waiting Room,100.0,2327 NW Kearney St,Portland,97210.0
"Starbucks Coffee, #2925",100.0,2328 W Burnside St,Portland,97205.0
Stoopid Burger,96.33333333,2329 NE Glisan St,Portland,97232.0
Wild Wasabe,94.25,2330 NW Thurman St,Portland,97210.0
Fish & Rice,99.0,2332 NW Westover Road,Portland,97210.0
Sudra,96.0,2333 NE Glisan St,Portland,97232.0
Holiday Inn Express,100.0,2333 NW Vaughn St,Portland,97210.0
St Honore Boulangerie,100.0,2335 NW Thurman St,Portland,97210.0
Screen Door Restaurant,96.0,2337 E Burnside St,Portland,97214.0
Cruzroom,90.0,2338 NE Alberta St,Portland,97211.0
Clearys Sports,97.33333333,234 SE 181st Ave,Portland,97233.0
Khao Soy Thai Restaurant,95.5,2340 NW Westover Rd,Portland,97210.0
24th and Meatballs,97.0,2341 NE Glisan St,Portland,97232.0
Slide Inn,87.0,2348 SE Ankeny St,Portland,97214.0
Steinhaus,100.0,2366 SE 82nd Ave,Portland,97216.0
West Coast Bento,100.0,2368 NW Thurman St,Portland,97210.0
Golden Horse Seafood,85.33333333,238 NW 4th Ave,Portland,97209.0
Dragonfly Coffee House,100.0,2387 NW Thurman St,Portland,97210.0
Tao of Tea,100.0,239 NW Everett St,Portland,97209.0
Stepping Stone Cafe,98.0,2390 NW Quimby St,Portland,97210.0
Cha Cha Cha,95.0,2390 NW Thurman St,Portland,97210.0
24 Fremont,95.0,2393 NE Fremont St,Portland,97212.0
Guilder,97.33333333,2393 NE Fremont St Ste B,Portland,97212.0
Taqueria Los Gorditos,100.0,2393 SE 50th Ave,Portland,97206.0
Sushi Ichiban,98.0,24 NW Broadway,Portland,97209.0
Santa Cruz Mini Mart,82.0,24 SE 82nd Avenue,Portland,97216.0
Stingray Cafe,87.0,240 N Broadway,Portland,97227.0
"Chipotle Mexican Grill, #437",95.5,240 SW Yamhill St,Portland,97204.0
Metropolitan Community Church Portland,97.0,2400 NE Broadway,Portland,97232.0
Sukis,87.75,2401 SW 4th Ave,Portland,97201.0
Just Bob,100.0,2403 NE Alberta St,Portland,97211.0
East Portland Coffee Roasters,94.0,2404 SE 79th Ave,Portland,97206.0
St Philip Neri Church Carvlin Hall,100.0,2408 SE 16th Ave,Portland,97214.0
Busted Knuckles Lounge,98.5,2410 SE 182nd Ave,Portland,97233.0
"Subway, #379",90.66666667,2411 SE 122nd Ave,Portland,97233.0
Blackheart,96.0,2411 SE Belmont St,Portland,97214.0
Queen of Sheba,93.33333333,2413 NE Martin Luther King Jr Blvd,Portland,97212.0
Alleyway Cafe,87.0,2415 NE Alberta St,Portland,97211.0
Culture,94.5,2422 SE Hawthorne Blvd,Portland,97214.0
La Panza Cafe,98.5,2425 SE 26th Ave,Portland,97214.0
Eastmoreland Golf Course,95.5,2425 SE Bybee Blvd,Portland,97202.0
Silver Cloud Inn,100.0,2426 NW Vaughn St,Portland,97210.0
Vilumina,97.0,2430 SE Division St,Portland,97202.0
Funhouse Lounge,100.0,2432 SE 11th Ave,Portland,97214.0
Premier Catering,98.0,2432 SE Umatilla St,Portland,97202.0
Baby Ketten Klub,94.0,2433 SE Powell Boulevard,Portland,97202.0
Sparkys Pizza,99.0,2434 NE Martin Luther King Jr Blvd,Portland,97212.0
Vista Spring Cafe,99.0,2440 SW Vista Ave,Portland,97201.0
Rudy's Pizza,86.66666667,2443 SE Powell Blvd,Portland,97202.0
Oregon Restaurant Services,100.0,2444 NW 24th Ave,Portland,97210.0
Great Notion Brewing and Barrel House NW,98.5,2444 NW 28th Ave,Portland,97210.0
Pure Spice Restaurant,89.0,2446 SE 87th Ave,Portland,97216.0
Toast La Tea,98.33333333,2446 SE 87th Ave Ste 105,Portland,97216.0
Tusk,100.0,2448 E Burnside St,Portland,97214.0
Vegan Caterer,100.0,2450 NE Sandy Boulevard,Portland,97232.0
Ate-Oh-Ate,98.0,2452 E Burnside St,Portland,97214.0
Smallwares,86.0,25 N Fremont St,Portland,97227.0
World Trade Center,87.33333333,25 SW Salmon St,Portland,97204.0
Carl's Jr. Restaurant,98.5,250 NE Columbia Blvd,Portland,97211.0
Island Cafe,99.0,250 NE Tomahawk Island Dr,Portland,97217.0
Bluehour,89.0,250 NW 13th Ave,Portland,97209.0
La Moule,88.0,2500 SE Clinton St,Portland,97202.0
Kainos Coffee,95.0,2501 SW 1st Avenue Suite 123,Portland,97201.0
Bete Lukas,100.0,2504 SE 50th Ave Ste D,Portland,97206.0
Crossroads Church,100.0,2505 NE 102nd Ave,Portland,97220.0
Ford Food and Drink,93.0,2505 SE 11th Ave Suite 101,Portland,97202.0
Broder Cafe,89.33333333,2508 SE Clinton St,Portland,97202.0
Rocking Frog Cafe,100.0,2511 SE Belmont St,Portland,97214.0
Carne,92.0,2512 NE Broadway,Portland,97232.0
Cruiser Drive In,93.0,2515 SE 136th Ave,Portland,97236.0
Clinton Street Pub,97.25,2516 SE Clinton St,Portland,97202.0
